x_true,v,sigma_sq,mu,y_gaussian,p,q,y_beta,x_replicate_1,x_replicate_2,x_replicate_3
-5.428153016502806,0,0.5,0.7545921054809868,0.18717704954742376,0.430066967202118,0.01,1.0,-4.676119348235525,-5.35851226701745,-5.693598641398579
4.986727232917929,0,0.5,-0.9626046823850986,-1.1957213906808033,0.01,0.01,0.4736859012553622,5.916311702860639,6.24754850214469,6.324181058559141
1.4148924902599602,1,0.3,0.987871592855831,0.9806533521927115,0.49694939874694194,0.01,0.9999999999999883,0.4246178009404783,0.8804452822182628,-0.2866036044877318
-7.53147356959046,1,0.3,-0.9484434801950112,-1.2351661215900767,0.01,0.01,6.524318809532539e-06,-7.770038587794066,-7.115349755112835,-7.6642747441024355
-2.893001259842682,0,0.5,-0.24603889816422667,0.25341384311719284,0.01,0.01,1.0,-0.96215039279438,-3.298844634954039,-3.981509815331611
8.257182685485756,0,0.5,0.919809729030572,1.2243819615147895,0.47911504724743714,0.01,0.999999352982001,8.82568689215363,8.407116513983915,8.806825281286141
-12.133396216965371,1,0.3,0.41957257976464446,0.2364550650764408,0.29556261211681534,0.01,1.0,-11.829608286179182,-11.889630456434498,-14.255695100007962
-2.144563144280886,1,0.3,-0.839862311708858,-0.8507210444264284,0.01,0.01,1.0,-2.8706771717982322,-2.7348880622337504,-2.4925274822158126
6.3296812935276705,1,0.3,0.046479235060282426,-0.7965018484038676,0.04441486606048613,0.01,0.9999999999973779,5.8812896550667295,6.742500055215362,6.93056380221969
-4.333702011325508,0,0.5,0.9291508649573541,1.1563119416552143,0.4816372227984844,0.01,1.0,-5.4653429380766605,-3.6468976045308303,-3.7479338726584372
-3.3944307581102717,1,0.3,0.25015283388825,-0.5132665054888284,0.200097801730545,0.01,0.9999999999963891,-2.928660692072055,-4.812325246139941,-2.9538484578212723
-0.4735448446844556,0,0.5,-0.4560439044029662,-0.6521469283512076,0.01,0.01,1.0,-0.39094942514818554,0.4873352305293884,1.3108119506168476
7.45694813062144,1,0.3,0.9222121478027429,0.6695233782375007,0.47976605956679247,0.01,1.0,9.045016016215701,7.569592302861367,7.455073438895669
-3.194509983423255,0,0.5,0.05289263638699802,0.38281381170539475,0.05023554592280097,0.01,1.0,-2.562561699413922,-4.3095499368426955,-4.645193125028055
-2.2199097982303275,1,0.3,-0.7966200006801502,-1.0398866256148693,0.01,0.01,1.0,-2.692440390255326,-0.9993408845158,-2.5510380965127992
-2.171756378092587,0,0.5,-0.8247931488983702,-0.8579974320415383,0.01,0.01,0.008077089599181261,-0.6691754722831518,-4.959869261177589,-3.758962804880217
11.029650413627278,1,0.3,-0.9994194649951151,-0.18046906028086251,0.01,0.01,1.0141792100937734e-11,10.90596168077158,11.917844954968153,10.960027314907185
10.933930444868933,0,0.5,-0.9981006199077306,-2.107856657842781,0.01,0.01,1.0,10.838277700375633,10.81218894961184,9.171032710467859
5.020269489394385,1,0.3,-0.952977999377422,-0.8910296871356286,0.01,0.01,1.0,6.178338363834238,4.337504769557014,6.109802146608838
1.9309319958742799,1,0.3,0.9358490223440578,1.4091959344161824,0.48343079007828205,0.01,0.9999999998689033,1.8604085779119302,2.9990923832033616,2.274189976851846
3.686842879481211,0,0.5,-0.5186320492610401,-0.9625184698150978,0.01,0.01,8.06299349583469e-69,3.5801683889229685,3.9131045265499136,2.213865270369635
7.453660140753994,1,0.3,0.9209357510485952,0.9323954566841591,0.47942038173107937,0.01,1.0,7.459689467925029,9.169700462866125,8.761853704742709
-4.6791693420119564,1,0.3,0.9994482785534169,0.25381775440537857,0.4998620315782856,0.01,1.0,-5.664192924710028,-4.173483490674033,-4.431189457264418
5.879145223910517,1,0.3,-0.39313631720545944,-1.274300940238918,0.01,0.01,0.9999613617956331,6.696333504027925,5.973298109432729,5.645641230780417
-6.269403338745062,1,0.3,0.013781532141391387,0.4092969325807465,0.013594183465032076,0.01,1.0,-4.938772562384413,-6.0530067704730515,-5.013939016798748
